FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree
6037430302,"Census Tract 4303.02, Los Angeles County, California","Census Tract 4303.02, Los Angeles County, California",6,37,430302,6048,4093,114,768,1346,976,596,208,85
6037430400,"Census Tract 4304, Los Angeles County, California","Census Tract 4304, Los Angeles County, California",6,37,430400,4808,3317,131,351,988,1042,385,204,216
6037430501,"Census Tract 4305.01, Los Angeles County, California","Census Tract 4305.01, Los Angeles County, California",6,37,430501,4481,3331,39,326,856,1090,775,91,154
6037430502,"Census Tract 4305.02, Los Angeles County, California","Census Tract 4305.02, Los Angeles County, California",6,37,430502,6502,5130,230,426,1582,1493,895,318,186
6037430600,"Census Tract 4306, Los Angeles County, California","Census Tract 4306, Los Angeles County, California",6,37,430600,4666,3192,190,274,877,964,536,256,95
6037430701,"Census Tract 4307.01, Los Angeles County, California","Census Tract 4307.01, Los Angeles County, California",6,37,430701,5258,3637,149,357,965,1314,510,170,172
6037430721,"Census Tract 4307.21, Los Angeles County, California","Census Tract 4307.21, Los Angeles County, California",6,37,430721,3232,2381,181,469,533,793,306,64,35
6037430723,"Census Tract 4307.23, Los Angeles County, California","Census Tract 4307.23, Los Angeles County, California",6,37,430723,4096,2889,249,438,625,1086,389,32,70
6037430724,"Census Tract 4307.24, Los Angeles County, California","Census Tract 4307.24, Los Angeles County, California",6,37,430724,5393,4005,429,1006,808,1145,446,100,71
6037430801,"Census Tract 4308.01, Los Angeles County, California","Census Tract 4308.01, Los Angeles County, California",6,37,430801,6683,4284,290,782,1015,1349,564,141,143
6037430802,"Census Tract 4308.02, Los Angeles County, California","Census Tract 4308.02, Los Angeles County, California",6,37,430802,4366,2991,426,426,559,857,405,205,113
6037430803,"Census Tract 4308.03, Los Angeles County, California","Census Tract 4308.03, Los Angeles County, California",6,37,430803,5193,3776,372,506,971,1112,546,103,166
6037430901,"Census Tract 4309.01, Los Angeles County, California","Census Tract 4309.01, Los Angeles County, California",6,37,430901,4126,2841,305,657,1074,532,149,47,77
6037430902,"Census Tract 4309.02, Los Angeles County, California","Census Tract 4309.02, Los Angeles County, California",6,37,430902,4509,3335,469,1064,732,762,245,39,24
6037431001,"Census Tract 4310.01, Los Angeles County, California","Census Tract 4310.01, Los Angeles County, California",6,37,431001,6919,4620,480,1190,1489,955,421,64,21
6037431002,"Census Tract 4310.02, Los Angeles County, California","Census Tract 4310.02, Los Angeles County, California",6,37,431002,3156,2372,220,480,984,458,176,54,0
6037431100,"Census Tract 4311, Los Angeles County, California","Census Tract 4311, Los Angeles County, California",6,37,431100,7061,4473,1200,855,1247,715,268,188,0
6037431200,"Census Tract 4312, Los Angeles County, California","Census Tract 4312, Los Angeles County, California",6,37,431200,5833,3790,1278,1247,897,249,99,14,6
6037431300,"Census Tract 4313, Los Angeles County, California","Census Tract 4313, Los Angeles County, California",6,37,431300,2749,1790,182,432,631,353,109,83,0
6037431400,"Census Tract 4314, Los Angeles County, California","Census Tract 4314, Los Angeles County, California",6,37,431400,3798,2866,378,509,872,615,365,68,59
6037431501,"Census Tract 4315.01, Los Angeles County, California","Census Tract 4315.01, Los Angeles County, California",6,37,431501,4219,2995,597,695,982,554,132,32,3
6037431502,"Census Tract 4315.02, Los Angeles County, California","Census Tract 4315.02, Los Angeles County, California",6,37,431502,4418,3186,504,553,1229,690,158,24,28
6037431600,"Census Tract 4316, Los Angeles County, California","Census Tract 4316, Los Angeles County, California",6,37,431600,3876,2942,290,525,628,1026,251,108,114
6037431700,"Census Tract 4317, Los Angeles County, California","Census Tract 4317, Los Angeles County, California",6,37,431700,6298,4293,450,385,1013,1554,525,139,227
6037431800,"Census Tract 4318, Los Angeles County, California","Census Tract 4318, Los Angeles County, California",6,37,431800,5962,4141,578,909,1036,930,476,112,100
6037431900,"Census Tract 4319, Los Angeles County, California","Census Tract 4319, Los Angeles County, California",6,37,431900,4100,3061,560,510,889,889,176,28,9
6037432000,"Census Tract 4320, Los Angeles County, California","Census Tract 4320, Los Angeles County, California",6,37,432000,7634,5642,540,1085,1333,1629,754,222,79
6037432101,"Census Tract 4321.01, Los Angeles County, California","Census Tract 4321.01, Los Angeles County, California",6,37,432101,4379,3200,601,457,1055,762,190,135,0
6037432102,"Census Tract 4321.02, Los Angeles County, California","Census Tract 4321.02, Los Angeles County, California",6,37,432102,5490,3780,385,857,1206,861,394,53,24
6037432201,"Census Tract 4322.01, Los Angeles County, California","Census Tract 4322.01, Los Angeles County, California",6,37,432201,4436,3336,934,1028,687,472,128,69,18
6037432202,"Census Tract 4322.02, Los Angeles County, California","Census Tract 4322.02, Los Angeles County, California",6,37,432202,4340,3195,966,965,812,342,110,0,0
6037432300,"Census Tract 4323, Los Angeles County, California","Census Tract 4323, Los Angeles County, California",6,37,432300,4046,2742,704,717,841,385,95,0,0
6037432401,"Census Tract 4324.01, Los Angeles County, California","Census Tract 4324.01, Los Angeles County, California",6,37,432401,4205,2612,1211,642,439,289,25,0,6
6037432402,"Census Tract 4324.02, Los Angeles County, California","Census Tract 4324.02, Los Angeles County, California",6,37,432402,6525,4397,1824,1248,1026,238,50,11,0
6037432500,"Census Tract 4325, Los Angeles County, California","Census Tract 4325, Los Angeles County, California",6,37,432500,8320,5613,1681,1539,1492,682,136,30,53
6037432601,"Census Tract 4326.01, Los Angeles County, California","Census Tract 4326.01, Los Angeles County, California",6,37,432601,6688,4248,1776,943,896,571,48,14,0
6037432602,"Census Tract 4326.02, Los Angeles County, California","Census Tract 4326.02, Los Angeles County, California",6,37,432602,4412,3005,853,906,734,419,53,31,9
6037432700,"Census Tract 4327, Los Angeles County, California","Census Tract 4327, Los Angeles County, California",6,37,432700,5285,3536,1392,1182,581,299,59,6,17
6037432801,"Census Tract 4328.01, Los Angeles County, California","Census Tract 4328.01, Los Angeles County, California",6,37,432801,3081,1991,1119,488,205,135,32,0,12
6037432802,"Census Tract 4328.02, Los Angeles County, California","Census Tract 4328.02, Los Angeles County, California",6,37,432802,5530,3482,1746,897,381,426,32,0,0
6037432901,"Census Tract 4329.01, Los Angeles County, California","Census Tract 4329.01, Los Angeles County, California",6,37,432901,4870,3322,989,1004,786,429,79,35,0
6037432902,"Census Tract 4329.02, Los Angeles County, California","Census Tract 4329.02, Los Angeles County, California",6,37,432902,3605,2511,759,649,732,291,75,5,0
6037433101,"Census Tract 4331.01, Los Angeles County, California","Census Tract 4331.01, Los Angeles County, California",6,37,433101,2648,1920,696,505,398,276,22,12,11
6037433102,"Census Tract 4331.02, Los Angeles County, California","Census Tract 4331.02, Los Angeles County, California",6,37,433102,4673,2833,1534,610,410,234,15,6,24
6037433200,"Census Tract 4332, Los Angeles County, California","Census Tract 4332, Los Angeles County, California",6,37,433200,5917,3817,1798,967,521,432,82,17,0
6037433302,"Census Tract 4333.02, Los Angeles County, California","Census Tract 4333.02, Los Angeles County, California",6,37,433302,1884,1122,581,379,103,49,0,0,10
6037433304,"Census Tract 4333.04, Los Angeles County, California","Census Tract 4333.04, Los Angeles County, California",6,37,433304,4638,2986,1168,759,590,373,84,0,12
6037433305,"Census Tract 4333.05, Los Angeles County, California","Census Tract 4333.05, Los Angeles County, California",6,37,433305,4922,2863,1273,893,409,249,36,3,0
6037433306,"Census Tract 4333.06, Los Angeles County, California","Census Tract 4333.06, Los Angeles County, California",6,37,433306,3592,2243,960,504,462,280,37,0,0
6037433307,"Census Tract 4333.07, Los Angeles County, California","Census Tract 4333.07, Los Angeles County, California",6,37,433307,3119,1989,586,547,393,353,58,30,22
6037433401,"Census Tract 4334.01, Los Angeles County, California","Census Tract 4334.01, Los Angeles County, California",6,37,433401,2798,1702,858,459,223,159,3,0,0
6037433402,"Census Tract 4334.02, Los Angeles County, California","Census Tract 4334.02, Los Angeles County, California",6,37,433402,4597,2706,1605,587,256,232,8,0,18
6037433403,"Census Tract 4334.03, Los Angeles County, California","Census Tract 4334.03, Los Angeles County, California",6,37,433403,4702,2709,1463,786,264,177,19,0,0
6037433501,"Census Tract 4335.01, Los Angeles County, California","Census Tract 4335.01, Los Angeles County, California",6,37,433501,2017,1011,705,219,70,17,0,0,0
6037433503,"Census Tract 4335.03, Los Angeles County, California","Census Tract 4335.03, Los Angeles County, California",6,37,433503,3416,2268,1345,470,288,155,0,10,0
6037433504,"Census Tract 4335.04, Los Angeles County, California","Census Tract 4335.04, Los Angeles County, California",6,37,433504,4719,2954,1655,709,340,156,79,15,0
6037433601,"Census Tract 4336.01, Los Angeles County, California","Census Tract 4336.01, Los Angeles County, California",6,37,433601,4683,3431,1357,933,696,390,24,31,0
6037433602,"Census Tract 4336.02, Los Angeles County, California","Census Tract 4336.02, Los Angeles County, California",6,37,433602,2446,1794,733,391,349,268,53,0,0
6037433700,"Census Tract 4337, Los Angeles County, California","Census Tract 4337, Los Angeles County, California",6,37,433700,3770,2416,1084,881,295,114,27,5,10
6037433801,"Census Tract 4338.01, Los Angeles County, California","Census Tract 4338.01, Los Angeles County, California",6,37,433801,5682,3270,1869,746,346,238,59,12,0
6037433802,"Census Tract 4338.02, Los Angeles County, California","Census Tract 4338.02, Los Angeles County, California",6,37,433802,2788,1946,693,681,415,73,46,8,30
6037433901,"Census Tract 4339.01, Los Angeles County, California","Census Tract 4339.01, Los Angeles County, California",6,37,433901,5484,3064,1492,859,384,309,20,0,0
6037433902,"Census Tract 4339.02, Los Angeles County, California","Census Tract 4339.02, Los Angeles County, California",6,37,433902,3442,2322,893,795,513,69,52,0,0
6037434001,"Census Tract 4340.01, Los Angeles County, California","Census Tract 4340.01, Los Angeles County, California",6,37,434001,4717,2827,1233,942,514,123,8,7,0
6037434003,"Census Tract 4340.03, Los Angeles County, California","Census Tract 4340.03, Los Angeles County, California",6,37,434003,4770,2806,1414,849,262,200,67,14,0
6037434004,"Census Tract 4340.04, Los Angeles County, California","Census Tract 4340.04, Los Angeles County, California",6,37,434004,2822,1741,832,260,446,185,12,6,0
6037460000,"Census Tract 4600, Los Angeles County, California","Census Tract 4600, Los Angeles County, California",6,37,460000,4609,3301,216,435,736,941,636,233,104
6037460100,"Census Tract 4601, Los Angeles County, California","Census Tract 4601, Los Angeles County, California",6,37,460100,6085,4525,134,354,1055,1574,729,403,276
6037460200,"Census Tract 4602, Los Angeles County, California","Census Tract 4602, Los Angeles County, California",6,37,460200,5233,3887,241,590,1263,978,471,116,228
6037460301,"Census Tract 4603.01, Los Angeles County, California","Census Tract 4603.01, Los Angeles County, California",6,37,460301,4552,3357,244,324,1065,899,516,136,173
6037460302,"Census Tract 4603.02, Los Angeles County, California","Census Tract 4603.02, Los Angeles County, California",6,37,460302,4672,2816,440,568,921,561,262,35,29
6037460401,"Census Tract 4604.01, Los Angeles County, California","Census Tract 4604.01, Los Angeles County, California",6,37,460401,1142,780,99,58,275,170,140,17,21
6037460501,"Census Tract 4605.01, Los Angeles County, California","Census Tract 4605.01, Los Angeles County, California",6,37,460501,5740,3608,60,221,571,1364,729,453,210
6037460502,"Census Tract 4605.02, Los Angeles County, California","Census Tract 4605.02, Los Angeles County, California",6,37,460502,4208,2724,58,165,366,997,668,248,222
6037460600,"Census Tract 4606, Los Angeles County, California","Census Tract 4606, Los Angeles County, California",6,37,460600,4513,2974,91,170,425,1373,570,281,64
6037460700,"Census Tract 4607, Los Angeles County, California","Census Tract 4607, Los Angeles County, California",6,37,460700,5137,3344,47,225,763,1227,518,317,247
6037460800,"Census Tract 4608, Los Angeles County, California","Census Tract 4608, Los Angeles County, California",6,37,460800,3177,2423,30,156,294,799,620,293,231
6037460900,"Census Tract 4609, Los Angeles County, California","Census Tract 4609, Los Angeles County, California",6,37,460900,6579,4350,1505,793,1209,449,329,40,25
6037461000,"Census Tract 4610, Los Angeles County, California","Census Tract 4610, Los Angeles County, California",6,37,461000,6506,4071,1249,803,1404,416,129,52,18
6037461100,"Census Tract 4611, Los Angeles County, California","Census Tract 4611, Los Angeles County, California",6,37,461100,5617,3821,614,617,1230,865,305,130,60
6037461200,"Census Tract 4612, Los Angeles County, California","Census Tract 4612, Los Angeles County, California",6,37,461200,4716,3371,242,187,808,1139,643,120,232
6037461300,"Census Tract 4613, Los Angeles County, California","Census Tract 4613, Los Angeles County, California",6,37,461300,6866,5158,793,792,1186,1498,603,149,137
6037461400,"Census Tract 4614, Los Angeles County, California","Census Tract 4614, Los Angeles County, California",6,37,461400,3352,2452,199,533,709,569,354,40,48
6037461501,"Census Tract 4615.01, Los Angeles County, California","Census Tract 4615.01, Los Angeles County, California",6,37,461501,3934,2875,840,449,575,578,251,108,74
6037461502,"Census Tract 4615.02, Los Angeles County, California","Census Tract 4615.02, Los Angeles County, California",6,37,461502,7147,4730,1748,1196,1288,255,168,50,25
